Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
701,Angulomastacator_daviesi,not,Ornithischia,Hadrosauroidea,Hadrosauroidea,Campanian,Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wagner and Lehman 2009,"Maxilla Length=~310 when reconstructed, typical Corythosaurus sized; no limbs; mature, typical lambeosaurine sized",0,0,"TMM, Texas Memorial Museum, Austin, Texas, USA",TMM 43681-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Aniksosaurus_darwini,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Cenomanian,Cenomanian,247,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martinez & Novas 2006; MDT-PV 1/3 (largest femur),,0,0,"MDT, Museo Desiderio Torres -Paleovertebrados, Sarmiento, Chubut, Argentina",MDT-PV 1/3 (largest femur),NA,NA,89.91,0.0375,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,47.9749259,0.183106662
702,Animantarx_ramaljonesi,Animantarx_ramaljonesi,Ornithischia,Ankylosauria,Ankylosauria,Late_Albian,Early_Cenomanian,415,193,72,NA,NA,NA,298,155,NA,NA,NA,NA,NA,John Bird and Ken Carpenter pers. comm. 12 November 2012; Carpenter et al. 1999; note that humerus and femur are crushed,Skull length estimated as 250 mm by Carpenter et al. 1999; maturity unknown,0,0,"CEUM, College of Eastern Utah Prehistoric Museum, Price, Utah, USA",CEUM 6228R,NA,NA,193,0,measured,155,0,measured,764.1182987,0.150221341
703,Ankylosaurus_magniventris,Ankylosaurus_magniventris,Ornithischia,Ankylosauria,Ankylosauria,Late_Maastrichtian,Late_Maastrichtian,660,363,136.8,76.4,NA,NA,572,315,103.3,95.8,NA,NA,NA,AMNH 5214 (DCE/MTC),"Fic from DCE; CMN 8880 is larger, has a skull length of 645; fibula and skull measurements from Carpenter 2004; mature",0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5214,341.65,312.86,363,0,measured,315,0,measured,4780.739144,0.153048829
704,Anoplosaurus_curtonotus,Anoplosaurus_curtonotus,Ornithischia,Ankylosauria,Ankylosauria,Early_Cenomanian,Early_Cenomanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Suberbiola and Barrett 1999,immature; Suberbiola and Barrett 1999,1,0,"SMC, Sedgwick Museum, Cambridge, UK",SMC B55731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,Anserimimus_planinychus,Anserimimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Early_Maastrichtian,433,145,NA,NA,472,125,250,NA,NA,NA,NA,226,299,"Barsbold, 1988; Holtz, 1994; GIN 100/300",,0,0,"GIN, Geological Institute, Mongolian Academy of Sciences, Ulaan Baatar, Mongolia",GIN 100/300,NA,NA,145,0,measured,NA,NA,NA,178.5081025,0.135
705,Antarctopelta_oliveroi,Antarctopelta_oliveroi,Ornithischia,Ankylosauria,Ankylosauria,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salgado and Gasparini 2006,"Estimated body length: 3 or 4m, histology suggests possibly adult; Salgado and Gasparini 2006",0,0,"MLP, Museo de La Plata, La Plata, Argentina",MLP 86-X-28-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Antarctosaurus_brasilensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Turonian,Maastrichtian,NA,NA,286,135,NA,NA,NA,NA,150,100,NA,NA,NA,Arid & Vizotto 1971; measured from figures,nomen dubium,0,0,,,682.75,396.64,740.69,0.0203,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,417.78,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,20851.26825,0.198782708
29,Antarctosaurus_wichmannianus,Antarctosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Santonian,Santonian,2280,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DE measurements: MACN 6804 (FL=1360, FC=499); and two other specimens (FL=2280, FC=796) and (FL =2195, FC=790); Huene 1929a; FMNH 3019 (FL=1770) and MACN 6904 (FL=1405; FC=535), both have femora according to MTCs list, but circumference has only been measured for the smaller (MACN 6904); need more information about these specimens; Anderson et al. 1985 stated a femoral circumference of 800 mm for Antarctosaurus giganteus",,0,0,"MACN, Museo Argentino de Ciencias Naturales, Buenos Aires, Argentina",,NA,NA,796,0,measured,646.87,0.0352,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,38129.12716,0.230578822
31,Antetonitrus_ingenipes,Antetonitrus,Sauropodomorpha,Sauropoda,Sauropoda,Norian,Rhaetian,794,410,159,89,512,NA,717,310,94,89,NA,376,197,BP/1/4952 (R. J. Butler pers. comm. 18 Nov 2011); association of material may be questionable (McPhee et al. 2014); Yates & Kitching 2003,,0,0,"BPI, Bernard Price Institute, Witswatersrand University, Johannesburg, South Africa",BP/1/4952,397.36,287.51,410,0,measured,310,0,measured,5639.743396,0.153554993
263,Anzu_wylei,Anzu,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Maastrichtian,Late_Maastrichtian,525,NA,50,NA,660,NA,345,NA,NA,NA,NA,280,NA,Lamanna et al. 2014; CM 78000,,0,0,CMNH,CM 78000,NA,NA,161.43,0.0375,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,239.7837389,0.184321778
264,Aorun_zhaoi,Aorun,Theropoda,basal_coelurosaur,basal_coelurosaur,Callovian,Callovian,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,78,Choiniere et al. 2014; IVPP V15709,,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V15709,NA,NA,23.98,0.0884,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,NA,NA,NA,1.267746361,0.303917039
265,Apatornis_celer,not,Theropoda,Avialae,Avialae,Coniacian,Santonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clarke 2004; YPM 1451, a partial sacrum ",,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Apatosaurus_ajax,Apatosaurus_ajax,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1678,726,NA,NA,1058,480,1055,584,NA,NA,310,775,NA,YPM 180 (NEC); McIntosh 1995,,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1860,NA,NA,726,0,measured,584,0,measured,29235.31031,0.152978562
32,Apatosaurus_excelsus,Apatosaurus_excelsus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1725,740,292,167,1060,475,1080,591,221,129,337,786,NA,McIntosh 1995; YPM 1980 (largest individual reported) (MTC diameters),,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1980,734.43,559.32,740,0,measured,591,0,measured,30541.92639,0.153201069
33,Apatosaurus_louisae,Apatosaurus_louisae,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1785,845,332.3,174,1115,NA,1150,640,238,164,NA,800,236,CM 3018 (MTC; NC); Gilmore 1936,,0,0,"CM, Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA",CM 3018,814.85,636.82,845,0,measured,640,0,measured,41268.71871,0.153053747
1,Apatosaurus_minimus,not,Sauropodomorpha,Macronaria,Macronaria,Kimmeridgian,Tithonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mook 1917; ilium and sacrum; AMNH 675,Pubis is slightly incomplete proximally,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Apatosaurus_parvus,Apatosaurus_parvus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1700,NA,290,155,1068,NA,1130,NA,177,119,NA,730,269,Gilmore 1936; Upchurch et al. 2004; UWGM 15556,,0,0,"UWGM, University of Wisconsin Geology Museum, Madison, Wisconsin, USA",UWGM 15556,715.18,469.43,750.64,0.0203,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,495.17,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,25463.58331,0.197876349
35,Apatosaurus_yahnahpin,not,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,NA,NA,NA,NA,1070,NA,1100,NA,190,NA,NA,648,NA,Filla & Redman 1994; TATE 001,,0,0,"TATE, Tate Geological Museum, Casper, Wyoming",TATE 001,NA,NA,NA,NA,NA,512.64,0.0326,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,NA,NA
266,Appalachiosaurus_montgomeriensis,Appalachiosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Middle_Campanian,Middle_Campanian,786,260,NA,NA,762,245,NA,NA,NA,NA,NA,NA,NA,"Carr et al., 2005",,0,0,"RMM, Red Mountain Museum (collection curated at the McWane Center),
Birmingham, USA",RMM 6670,NA,NA,260,0,measured,NA,NA,NA,888.9836367,0.135
267,Apsaravis_ukhaana,Apsaravis,Theropoda,Avialae,Avialae,Late_Campanian,Late_Campanian,41,NA,3,3,NA,NA,48,NA,NA,NA,NA,43,26,Norell & Clarke 2001; IGM 100/1017,,0,0,"IGM (Institute of Geology, Mongolia)",IGM 100/1017,9.42,NA,10.42,0.0257,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,NA,NA,NA,0.128185429,0.163495129
37,Aragosaurus_ischiaticus,Aragosaurus,Sauropodomorpha,Macronaria,Macronaria,Late_Hauterivian,Late_Hauterivian,1420,640,NA,NA,NA,NA,1120,NA,130,108,NA,792,NA,(PU); Sanz et al. 1987; Royo-Torres et al. 2006,,0,0,MMG,MMG-SS,NA,374.65,640,0,measured,394.42,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,15272.16086,0.186306686
706,Aralosaurus_tuberiferus,Aralosaurus_tuberiferus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Santonian,Early_Campanian,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,210,Rozhdestvensky 1968,Postcranial skeleton lost according to Godefroit et al 2004; maturity unknown,0,1,"PIN, Paleontological Institute, Russian Academy of Sciences, Moscow, Russia",PIN 2229/1,NA,NA,NA,NA,NA,114.72,0.0519,HC_for_quadrupedal_iguanodontians_using_HL_and_equation_.35.,NA,NA
707,Archaeoceratops_oshimai,Archaeoceratops_oshimai,Ornithischia,Ceratopsia,Ceratopsia_2,Barremian,Aptian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,You and Dodson 2003; holotype IVPP V 11114,no complete limb bones for either type or paratype; MTIII from juvenile paratype V 11115 (68 mm),0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 11114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,Archaeoceratops_yujingziensis,Archaeoceratops_yujingziensis,Ornithischia,Ceratopsia,Ceratopsia_2,Aptian,Albian,102,NA,12,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,You et al 2010; CAGS-IG-VD-003,unfused neurocentral sutures suggests an immature individual,1,0,"CAGS, Chinese Academy of Geological Sciences, Institute of Geology, Beijing, China",CAGS-IG-VD-003,38.49,NA,41.58,0.0249,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,26.95,0.055482995,HC_for_quadrupedal_ceratopsians_using_FCe,8.769754163,0.222089721
38,Archaeodontosaurus_descouensi,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Bathonian,Bathonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buffetaut 2005; dentary only,,0,0,"MHNDPal, Muséum d’Histoire Naturelle de Toulouse",MHNDPal 2003-396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,Archaeopteryx_lithographica,not,Theropoda,Avialae,Avialae,Early_Tithonian,Early_Tithonian,53,NA,3.5,NA,65.76,NA,64,NA,NA,NA,NA,54,NA,"Berlin specimen; Wellnhofer (1974), Yalden (1984)",juvenile; Erickson et al. 2009,1,0,"MB, Museum für Naturkunde, Berlin, Germany",,NA,NA,12.92,0.039,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,0.231530643,0.180090338
269,Archaeopteryx_lithographica,Archaeopteryx,Theropoda,Avialae,Avialae,Early_Tithonian,Early_Tithonian,70,NA,6.5,NA,89.5,NA,83,NA,NA,NA,NA,NA,47.8,Wellnhofer 1992: 'Solnhofen specimen',juvenile; Erickson et al. 2009,0,0,,,NA,NA,23.25,0.0383,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,1.164447017,0.178439069
270,Archaeorhynchus_spathula,Archaeorhynchus,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,37,NA,NA,3.5,40.8,NA,53,NA,NA,NA,NA,NA,20,Zhou et al 2006; IVPP V14287,juvenile,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V14287,NA,NA,10.93309074,0.0514,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.146295454,0.199848887
271,Archaeornithoides_deinosauriscus,not,Theropoda,Troodontidae,Troodontidae,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,juvenile skull only; Elzanowski & Wellnhofer 1992,juvenile,1,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,Archaeornithomimus_asiaticus,Archaeornithomimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Middle_Campanian,Late_Campanian,402,148,NA,46,423,NA,275,NA,NA,NA,NA,202,NA,Gilmore 1933; + MTC measurements: AMNH 6570; 6566 (forelimb),bonebed,0,1,"AMNH, American Museum of Natural History, New York, USA",AMNH 6570,NA,NA,148,0,measured,NA,NA,NA,188.8466878,0.135
39,Arcusaurus_pereirabdalorum,Arcusaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Sinemurian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yates et al. 2011; skull elements only,,0,0,"BPI, Bernard Price Institute, Witswatersrand University, Johannesburg, South Africa",BP/1/6235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,Arenysaurus_ardevoli,Arenysaurus_ardevoli,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Maastrichtian,Late_Maastrichtian,711,NA,NA,NA,NA,NA,NA,NA,56,38,NA,NA,NA,Pereda-Suberbiola et al 2009,"Associated skeleton, may be one individual; mature; Pereda-Suberbiola et al 2009",0,0,"MPZ, Museo Paleontológico de la Universidad de Zaragoza, Gobierno de Aragón, Zaragoza, Spain",MPZ 2008/336 and 337,NA,149.01,264.02,0.0418,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,155.62,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,1278.4147,0.237412235
40,Argentinosaurus_huinculensis,Argentinosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Late_Cenomanian,Turonian,2250,1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Femur measured directly by DE; also used data from Mazzetta et al. 2004; Bonaparte and Coria 1993; PVPH-1, vertebrae and tibia; additional data from Lammana, unpublihed PhD thesis",,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF PVPH-1,NA,NA,1114,0,measured,895.9,0.0353,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,94844.08823,0.234294623
41,Argyrosaurus_superbus,Argyrosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Cenomanian,Cenomanian,NA,NA,NA,NA,NA,NA,1370,672,NA,NA,NA,849,NA,"MLP 77-V-29-1 (holotype forelimb) (DE, PDM): humerus length approximate",,0,0,"MLP, Museo de La Plata, La Plata, Argentina",MLP 77-V-29-1,NA,NA,821.71,0.0373,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,672,0,measured,41937.6161,0.23333802
273,Aristosuchus_pusillus,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Barremian,Barremian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seeley 1887, partial pelvis and vertebrae only",,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,Arrhinoceratops_brachyops,Arrhinoceratops_brachyops,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Early_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lull 1933,mature,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 5135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,Asiaceratops_salsopaludalis,Asiaceratops_salsopaludalis,Ornithischia,Ceratopsia,Ceratopsia_3,Early_Cenomanian,Early_Cenomanian,NA,NA,NA,NA,87.8,NA,NA,NA,NA,NA,NA,NA,NA,Chinnery 2004b,Maxilla length = 5 cm (Nessov 1989; TsNIGRI 496/12457); ontogenetic status unknown,0,0,ZIN,ZIN 8a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Asiahesperornis_bazhanovi,not,Theropoda,Avialae,Avialae,Maastrichtian,Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nessov & Prizmelin 1991 ; distal tibiotarsus, tarsometatarsi and vertebrae; Dyke et al. 2006: 'tarsometatarsus comparable in size to Hesperornis regalis'",,0,0,IZASK,IZASK 5/287/86a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,Asilisaurus_kongwe,Asilisaurus_kongwe,Dinosauromorpha,Dinosauromorpha,Dinosauromorpha,Anisian,Anisian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nesbitt et al. 2010,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Atacamatitan_chilensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Late_Cretaceous,Late_Cretaceous,1100,NA,125,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,"Kellner et al. 2011; SGO-PV-961; vertebrae, femur and proximal part of humerus",,0,0,"SGO, Sección Paleontología, Museo Nacional de Historia Natural, Santiago, Chile", SGO-PV-961,NA,NA,334.26,0.0204,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,340.9,0.0324,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,4725.8846,0.202088919
43,Atlasaurus_imelakei,Atlasaurus,Sauropodomorpha,Macronaria,Macronaria,Bathonian,Callovian,1943,690,NA,NA,1093,NA,1973,565,NA,NA,NA,1214,304,Monbaron et al. 1999,,0,0,Musée des sciences de la Terre de Rabat,,NA,NA,690,0,measured,565,0,measured,25983.34315,0.152386882
275,Atrociraptor_marshalli,Atrociraptor,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Early_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"maxilla (85 mm long ap), dentaries and premaxilla only; Currie & Varricchio 2004",,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 95.166.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Atsinganosaurus_velauciensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Late_Campanian,Late_Campanian,NA,NA,NA,NA,530,NA,NA,NA,NA,NA,NA,NA,NA,"Garcia et al. 2010; humerus present but not figured and no useful measurements. Also, an unidentified metacarpal and metatarsal are preserved",,0,0,VBN,VBN.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,Aucasaurus_garridoi,Aucasaurus,Theropoda,Ceratosauria,Ceratosauria,Early_Campanian,Early_Campanian,730,256,NA,NA,620,215,265,115,NA,NA,71,82,340,MCF-PVPH 236 (RBJB); Coria et al. 2002,,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF-PVPH 236,NA,NA,256,0,measured,115,0,measured,851.8864566,0.135
712,Auroraceratops_rugosus,not,Ornithischia,Ceratopsia,Ceratopsia_2,Barremian,Albian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,You et al. 2005a,no limbs,0,0,"IG, Institute of Geology, Chinese Academy of Geological Sciences, Beijing, China",IG-2004-VD-001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,Austinornis_lentus,not,Theropoda,Avialae,Avialae,Coniacian,Coniacian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clarke 2004; YPM 1796, right distal tarsometatarsus, distal maximum width = 10.3 mm (measured from figure)",,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Australodocus_bohetii,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Tithonian,Tithonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remes 2007; MB.R.2455 [G 70], holotype; MB.R.2454  [G 69], paratype; vertebrae only",,0,0,"MB, Museum für Naturkunde, Berlin, Germany",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,Australovenator_wintonensis,Australovenator,Theropoda,Allosauroidea,Allosauroidea,Cenomanian,Cenomanian,578,178,56,61,567,NA,305,NA,NA,NA,NA,213,322,"S. Poropat, pers. comm. 3 December 2011; Hocknull et al., 2009",,0,0,"AAOD, Australian Age of Dinosaurs, Winton, Australia",AAOD,183.87,NA,178,0,measured,NA,NA,NA,313.6809363,0.135
279,Austroraptor_cabazai,Austroraptor,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Early_Maastrichtian,560,NA,71,NA,565,NA,260,NA,NA,NA,NA,NA,330,Novas et al. 2008; MML-195,,0,0,"MML, Museo Municipal de Lamarque, Río Negro, Argentina",MML-195,NA,NA,225.22,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,599.0046185,0.183151165
46,Austrosaurus_mckillopi,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Late_Albian,Late_Albian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Longman 1933; vertebrae,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,Aviatyrannis_jurassica,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Kimmeridgian,Kimmeridgian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rauhut 2003b,,0,0,"IPFUB, Institut fur Geologische Wissenshaften, Fachrichtung Palaeontologie, Freie Universitat Berlin",IPFUB Gui Th 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,Avimimus_portentosus,Avimimus,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Late_Campanian,186,52.8,14.3,16.3,255,45.5,93,NA,NA,NA,NA,93,150.3,"PIN 3907/1 (MTC, JNC); Holtz 1994",,0,0,"PIN, Paleontological Institute, Russian Academy of Sciences, Moscow, Russia",PIN 3907/1,48.12,NA,52.8,0,measured,NA,NA,NA,11.10321252,0.135
282,Avisaurus_archibaldi,not,Theropoda,Avialae,Avialae,Late_Maastrichtian,Late_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,"Brett-Surman & Paul 1985; Chiappe 1992; Varrichio & Chiappe 1995; UCMP 117600; left metatarsus; proximal breadth 20.9, distal breadth 24.3",,0,0,"UCMP, University of California Museum of Paleontology, Berkeley, California, USA",UCMP 117600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,Avisaurus_gloriae,not,Theropoda,Avialae,Avialae,Middle_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,Varrichio & Chiappe 1995; MOR 553E/6.19.91.64; right tarsometatarsus; proximal breadth 9.1; distal breadth 10.7,,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 553E/6.19.91.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,Bactrosaurus_johnsoni,Bactrosaurus_johnsoni,Ornithischia,Hadrosauroidea,Hadrosauroidea,Middle_Campanian,Late_Campanian,796,339,118,103,655,246,NA,136,NA,NA,NA,NA,240,pers. obs. NEC/MTC,mature,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 6553,347.55,NA,339,0,measured,136,0,measured,1797.338221,0.151472561
714,Bagaceratops_rozhdestvenskyi,Bagaceratops_rozhdestvenskyi,Ornithischia,Ceratopsia,Ceratopsia_3,Late_Campanian,Late_Campanian,103,NA,NA,NA,120,NA,79.5,NA,NA,NA,NA,61,65,MPC-D 100/506 (NEC),ontogenetic stage unknown,0,0,"MPC, Mongolian Paleontological Center, Mongolian Academy of Sciences,
Ulaanbaatar, Mongolia",MPC-D 100/506,NA,NA,42.38,0.0563,FC_for_quadrupedal_dinosaurs_using_FL_and_equation_.16.,16.08,0.0903,HC_for_quadrupedal_ceratopsians_using_HL_and_equation_.29.,5.665337904,0.331278907
284,Bagaraatan_ostromi,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Campanian,Early_Maastrichtian,NA,105,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,Osmolska 1996,,0,0,"ZPAL, Institute of Paleobiology of the Polish Academy of Sciences, Warsaw, Poland",ZPAL MgD-I/108,NA,NA,105,0,measured,NA,NA,NA,73.49628164,0.135
287,Bahariasaurus_ingens,not,Theropoda,Ceratosauria,Ceratosauria,Early_Cenomanian,Early_Cenomanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,Balaur_bondoc,Balaur,Theropoda,Dromaeosauridae,Dromaeosauridae,Maastrichtian,Maastrichtian,NA,NA,NA,NA,146.88,NA,117,NA,NA,NA,NA,96,61,"Csiki et al. 2010; EME PV.313 (S L. Brusatte, pers. comm. 4 December 2012)",,1,0,EME,EME PV.313,NA,NA,31.75,0.0878,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,NA,NA,NA,2.742561755,0.302638047
286,Balaur_bondoc,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Maastrichtian,Maastrichtian,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,Csiki et al. 2010; Tustea specimen,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,Bambiraptor_feinbergorum,Bambiraptor,Theropoda,Dromaeosauridae,Dromaeosauridae,Middle_Campanian,Late_Campanian,120,35,12,NA,168,NA,103,NA,NA,NA,NA,85,79.5,AMNH FARB 30556 (J. Choiniere pers. comm. 20 Nov 2011); Burnham et al. 1997; Burnham 2000; FIP (Florida Institute of Paleontology) 001,,0,0,FIP (Florida Institute of Paleontology),FIP 001,NA,NA,35,0,measured,NA,NA,NA,3.585241622,0.135
